Company,Skills
Capgemini India Pvt Ltd,"('java', 'spring boot', 'restful services', 'orm technology', 'agile scrum', 'c', 'soa', 'html5', 'rest api', 'advanced c', 'rtos', 'devops', 'xml', 'asp.net', 'web api', 'pl  /  sql', 'c#', 'github', 'software testing', 'maven', 'javascript', 'nosql', 'messaging', 'groovy', 'struts', 'hybris', 'software design', 'jsp', 'ado.net', 'storage', 'hibernate', 'mockito', 'jquery', 'docker')"
Capgemini India Pvt Ltd,"('java spring', 'restful services', 'orm technologies', 'sql  /  pl  /  sql', 'agile methodologies', 'c', 'soa', 'html5', 'rest api', 'advanced c', 'rtos', 'devops', 'xml', 'asp.net', 'web api', 'c#', 'github', 'software testing', 'maven', 'javascript', 'nosql', 'messaging', 'groovy', 'struts', 'hybris', 'software design', 'jsp', 'ado.net', 'storage', 'hibernate', 'mockito', 'jquery')"
Capgemini India Pvt Ltd,"('visionplus development', 'techno functional knowledge', 'mainframe environment', 'mainframe technical development', 'communication skills', 'easytrieve', 'tso', 'ispf', 'jcl', 'cobol', 'endevor', 'cics', 'vsam')"
LIferay,"('java development', 'versioning tools', 'junit testing', 'technical english', 'communication skills', 'git', 'liferay', 'web development')"
Capgemini India Pvt Ltd,"('c   programming', 'qt framework', 'network security', 'secure coding', 'linux development', 'gdb', 'socket programming', 'software design', 'cryptography', 'software management', 'storage', 'debugging', 'shell scripting', 'object oriented programming')"
Capgemini India Pvt Ltd,"('cards  /  payment domain', 'core java', 'spring framework', 'restful api services', 'sql', 'java ee', 'technical skills', 'cloud services', 'oracle', 'team player', 'java developer', 'spring boot', 'system architecture', 'unix shell')"
Capgemini India Pvt Ltd,"('cards  /  payment domain', 'core java', 'spring framework', 'restful api', 'unix shell scripting', 'sql', 'java ee', 'technical skills', 'cloud services', 'oracle', 'team player', 'java developer', 'spring boot', 'system architecture')"
Capgemini India Pvt Ltd,"('java', 'spring', 'spring boot', 'restful service', 'jpa  /  hibernate', 'sql  &  nosql db', 'cloud environment', 'c', 'html5', 'rest api', 'advanced c', 'devops', 'xml', 'c#', 'github', 'software testing', 'javascript', 'messaging', 'groovy', 'struts', 'hybris', 'software design', 'jsp', 'ado.net', 'spring mvc', 'entity framework', 'gradle', 'cloud storage', 'soa', 'rtos')"
autodesk india pvt ltd,"('object oriented programming', 'software development', 'algorithms', 'data structures', 'agile methodologies', 'c', 'docker', 'git', 'devops', 'linux', 'software engineering', 'c#', 'python', 'ant', 'windows', 'javascript', 'visual studio', 'groovy', 'consultant', 'infrastructure', 'project delivery')"
autodesk india pvt ltd,"('software development', 'algorithms', 'data structures', 'communication skills', 'agile methodology', 'c', 'docker', 'git', 'devops', 'linux', 'software engineering', 'c#', 'python', 'ant', 'windows', 'javascript', 'visual studio', 'groovy', 'consultant', 'infrastructure', 'project delivery')"
Capgemini India Pvt Ltd,"('cards  /  payment domain', 'core java', 'spring framework', 'restful api', 'sql', 'java ee', 'technical skills', 'cloud services', 'oracle', 'team player', 'java developer', 'spring boot', 'system architecture', 'unix shell')"
Capgemini India Pvt Ltd,"('java', 'spring framework', 'restful api', 'sql', 'cloud platforms', 'java ee', 'technical skills', 'cloud services', 'oracle', 'team player', 'java developer', 'spring boot', 'system architecture', 'unix shell')"
Capgemini India Pvt Ltd,"('visionplus development', 'techno functional knowledge', 'mainframe environment', 'mainframe technical development', 'troubleshooting and support', 'easytrieve', 'tso', 'ispf', 'jcl', 'endevor', 'vsam', 'cobol', 'system architecture', 'cics')"
autodesk india pvt ltd,"('c   development', 'c# development', 'software design', 'engineering analysis', 'deployment methodology', 'contractor', 'structural engineering', 'modeling', 'civil 3d', 'engineering manager', 'civil infrastructure', 'bridge design', 'designing', 'civil engineering')"
Capgemini India Pvt Ltd,"('dynamics 365 ce', 'powerapps', 'power automate', 'powerbi', 'javascript', 'c#', 'css', 'html5', 'devops', 'project delivery', 'json', 'sharepoint')"
Capgemini India Pvt Ltd,"('visionplus development', 'techno functional knowledge', 'mainframe environment', 'mainframe technical skills', 'communication skills', 'easytrieve', 'tso', 'ispf', 'jcl', 'cobol', 'endevor', 'cics', 'vsam')"
Capgemini India Pvt Ltd,"('visionplus', 'mainframe', 'cobol', 'jcl', 'communication', 'easytrieve', 'tso', 'ispf', 'endevor', 'cics', 'vsam')"
Capgemini India Pvt Ltd,"('visionplus development', 'techno functional knowledge', 'mainframe environment', 'mainframe development skills', 'ca tools understanding', 'easytrieve', 'tso', 'ispf', 'jcl', 'cobol', 'endevor', 'cics', 'vsam')"
Capgemini India Pvt Ltd,"('java spring boot', 'restful service development', 'jpa hibernate', 'sql nosql', 'cloud environment azure', 'c', 'html5', 'rest api', 'advanced c', 'devops', 'xml', 'c#', 'github', 'software testing', 'javascript', 'messaging', 'groovy', 'struts', 'hybris', 'software design', 'jsp', 'ado.net', 'spring mvc', 'entity framework', 'gradle', 'cloud storage', 'soa', 'rtos')"
Capgemini India Pvt Ltd,"('dynamics  ce', 'powerapps', 'power automate', 'powerbi', 'azure devops', 'c#', 'css', 'html5', 'project delivery', 'json', 'sharepoint', 'javascript')"
Capgemini India Pvt Ltd,"('visionplus development', 'techno functional knowledge', 'mainframe environment', 'mainframe technical skills', 'ca tools proficiency', 'easytrieve', 'tso', 'ispf', 'jcl', 'cobol', 'endevor', 'cics', 'vsam')"
Moody's Corporation,"('software engineering', '', 'net development', 'sql programming', 'python automation', 'data analysis', 'algorithms', 'software design', 'memory management', 'c#', '.net')"
IQVIA,"('software development', 'healthcare knowledge', 'api architecture', 'database management', 'team collaboration', 'information technology', 'javascript', 'sql', 'node.js', 'mongodb')"
Informatica,"('java development', 'data structures', 'design patterns', 'spring boot', 'big data', 'rest', 'advanced java', 'spring mvc', 'entry level', 'mongodb', 'j2ee technologies')"
forcepoint,"('security management', 'data protection', 'cloud computing', 'zero trust', 'intellectual property', 'job posting')"
Tekshapers Software Solutions  ( P )  Limited,"('data services', 'teradata', 'sap bods', 'data warehousing', 'sql', 'data quality', 'etl', 'informatica', 'data integration')"
Moody's Corporation,"('cloud engineering', 'azure', 'aws', 'kubernetes', 'infrastructure as code', 'orchestration', 'information technology', 'sql', 'docker', 'iam', 'devops', 'vms', 'cloud services', 'team player')"
Informatica,"('backend development', 'java programming', 'spring boot', 'big data', 'cloud technologies', 'spring mvc', 'data structures', 'rest', 'entry level', 'j2ee technologies')"
batchmaster software pvt. ltd.,"('tfs', 'testing', 'vb', 'vb.net', 'qa', 'java', 'white box testing', 'bug tracking', 'asp. net')"
Moody's Corporation,"('javascript programming', 'vue.js development', 'ui design', 'microservices architecture', 'rest api', 'algorithms', 'css', 'html5', 'react.js', 'debugging', 'data structures')"
Moody's Corporation,"('api development', 'data modeling', 'software engineering', 'cloud computing', 'agile practices', 'algorithms', 'rest api', 'bootstrap', 'database', 'json', 'data structures', 'python')"
Moody's Corporation,"('azure', 'aws cloud', 'kubernetes', 'infrastructure as code', 'devops tools', 'orchestration', 'information technology', 'sql', 'docker', 'iam', 'vms', 'cloud services', 'team player')"
Moody's Corporation,"('salesforce engineering', 'production support', 'incident resolution', 'vendor management', 'release management', 'production environment', 'application support', 'project delivery')"
Moody's Corporation,"('**  aws management', 'application support', 'pyspark expertise', 'sql optimization', 'cloudwatch monitoring **', 'data extraction', 'debugging', 'production support')"
Moody's Corporation,"('azure cloud solutions', 'infrastructure as code', 'devops practices', 'ci  /  cd tools', 'cloud architecture', 'information technology', 'github', 'groovy', 'environment management', 'sql', 'docker', 'database', 'security', 'technical skills', 'middleware', 'microsoft azure', 'production support')"
"Sunbridge Solutions  Opc Private Limited
     (More Jobs)","('software engineer', 'software developer', 'senior software developer', 'software quality assurance')"
Moody's Corporation,"('salesforce development', 'apttus  /  conga cpq', 'lightning components', 'agile methodology', 'communication skills', 'apex', 'security', 'java', 'devops', 'html', 'api', 'salesforce developer')"
Moody's Corporation,"('**  salesforce development', 'apttus  /  conga cpq', 'agile methodology', 'technical design', 'communication skills **', 'apex', 'security', 'java', 'devops', 'html', 'api', 'salesforce developer')"
Moody's Corporation,"('javascript programming', 'vue', 'js development', 'ui component design', 'microservices architecture', 'software development life cycle', 'algorithms', 'css', 'html5', 'rest api', 'react.js', 'debugging', 'data structures')"
QUICSOLV,"('html', 'css', 'javascript', 'sql', 'web services', 'html5', 'bootstrap', 'database', 'security', 'git', 'debugging', 'software engineer', 'mysql', 'rest', 'svn')"
eurofins it solutions pvt ltd,"('web application development', 'microsoft stack', '', 'net', 'c#', 'angular', 'javascript', 'typescript', 'sql', 'tfs', 'soa', 'html5', 'oop', 'asp.net', 'erp  /  crm', 'nosql', 'microsoft technologies', 'jquery', 'oops', 'software engineer', 'mvc', 'cloud computing', 'information management', 'software delivery', 'mobile', 'service oriented architecture')"
eurofins it solutions pvt ltd,"('web application development', 'microsoft technologies', '', 'net  &  c#', 'sql  &  t sql', 'agile methodology', 'html5', 'devops', 'asp.net', 'ssrs', 'erp  /  crm', 'javascript', 'jquery', 'software engineer', 'information management', 'software delivery', 'mobile', 'team player', 'written communication')"
Edifecs,"('java', 'j2ee', 'spring framework', 'microservices', 'design patterns', 'bootstrap', 'mockito', 'security', 'software engineer', 'junit', 'rdbms', 'software delivery', 'nosql')"
Microsoft India Pvt Ltd,"('software development', 'c# programming', 'collaboration skills', 'problem solving', 'debugging techniques', 'c', 'java', 'software engineer', 'web development', 'software engineering', 'san', 'python', 'javascript')"
Nvidia Graphics Pvt Ltd,"('systems software', 'gpu architecture', 'c programming', 'hardware control', 'memory management', 'usb', 'graphics', 'rtos', 'software engineer', 'cache', 'computer graphics', 'bsp')"
AMAZON INDIA PVT LTD,"('linux graphics', 'kernel memory', 'graphics api', 'vulkan', 'soc platform', 'os', 'composer', 'linux kernel', 'software engineer')"
Google India Pvt Ltd,"('**    software development', 'data structures', 'problem solving', 'code reviews', 'system design  **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'system development', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
Microsoft India Pvt Ltd,"('**  data ingestion', 'cloud technologies', 'software development', 'performance tuning', 'distributed systems **', 'sql', 'security', 'database', 'software engineer', 'c#', 'windows', 'nosql', 'infrastructure')"
nec software solutions  ( india )  pvt ltd,"('information technology', 'senior software engineer', 'windows', 'sql', 'security', '.net', 'mvc', 'api')"
Myntra,"('machine learning', 'software engineering', 'data pipelines', 'nlp', 'problem solving', 'algorithms', 'senior software engineer', 'artificial intelligence', 'natural language processing', 'information retrieval')"
ORACLE,"('**   devops engineering', 'linux system administration', 'ci  /  cd concepts', 'python programming', 'docker  &  kubernetes  **', 'senior software engineer', 'security', 'git', 'oracle')"
Microsoft India Pvt Ltd,"('**  c# programming', 'cloud technologies', 'data pipeline', 'microservices architecture', 'performance tuning **', 'sql', 'security', 'database', 'software engineer', 'windows', 'nosql', 'infrastructure')"
Microsoft India Pvt Ltd,"('**  software development', 'problem solving', 'high performance coding', 'user centric design', 'technical engineering **', 'fundamentals', 'c', 'security', 'software engineer', 'c#', 'python')"
neologix software solutions india pvt ltd,"('fundamentals', 'c#', 'rdbms', 'senior software engineer', 'vb.net', 'ajax', 'javascript', 'microsoft .net', 'oops', 'web technologies', 'asp.net', '.net', 'reporting tools')"
Microsoft India Pvt Ltd,"('software development', 'coding proficiency', 'debugging skills', 'user interface design', 'collaborative innovation', 'c', 'security', 'java', 'program manager', 'software engineer', 'software engineering', 'c#', 'san', 'python', 'windows', 'javascript', 'xaml', 'web technologies')"
Nvidia Graphics Pvt Ltd,"('**   c programming skills', 'hardware control code', 'operating systems knowledge', 'bsp development expertise', 'soc platform engineering  **', 'usb', 'graphics', 'memory management', 'rtos', 'software engineer', 'cache', 'computer graphics')"
a&w engineering works pvt ltd.,"('embedded systems', 'linux bsp', 'driver development', 'c programming', 'device tree configuration', 'usb', 'embedded linux', 'embedded software engineer', 'digital signal processing', 'hardware')"
Google India Pvt Ltd,"('**  software development', 'android programming', 'data structures', 'software design', 'technical leadership **', 'algorithms', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'natural language processing', 'operating system', 'information retrieval', 'mobile')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'software testing', 'software design', 'technical leadership **', 'algorithms', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'natural language processing', 'operating system', 'information retrieval', 'mobile')"
kelly outsourcing,"('**  ibm bpm expertise', 'software development', 'agile methodologies', 'devops practices', 'quality assurance **', 'senior software engineer', 'database', 'security', 'debugging', 'delivery manager', 'infrastructure')"
Tyfone Communications development  ( India )  Pvt. Ltd,"('java programming', 'springboot', 'cloud technologies', 'api development', 'ci  /  cd tools', 'dbms', 'git', 'software engineer', 'mysql', 'maven', 'business environment', 'messaging', 'soap')"
Google India Pvt Ltd,"('**   software development', 'data structures', 'distributed systems', 'performance analysis', 'code diagnosis  **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'debugging', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('**  software development', 'coding standards', 'design reviews', 'debugging skills', 'collaboration skills **', 'c', 'storage', 'artificial intelligence', 'security', 'java', 'system development', 'software engineer', 'python', 'natural language processing', 'information retrieval', 'mobile', 'javascript')"
Google India Pvt Ltd,"('**    software development', 'data structures', 'software design', 'technical leadership', 'code review  **', 'algorithms', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('**   software development', 'code review', 'design review', 'debugging techniques', 'problem solving  **', 'c', 'storage', 'artificial intelligence', 'security', 'java', 'system development', 'software engineer', 'python', 'natural language processing', 'information retrieval', 'mobile', 'javascript')"
Microsoft India Pvt Ltd,"('software development', 'c# programming', 'distributed systems', 'database management', 'team collaboration', 'c', 'java', 'postgresql', 'software engineer', 'software engineering', 'business applications', 'san', 'python', 'javascript', 'infrastructure')"
a&w engineering works pvt ltd.,"('object oriented programming  design patterns  c   /   c    linux environment  multithreading', 'python', 'git', 'software engineer', 'shell scripting', 'ipc', 'digital signal processing', 'middleware')"
Microsoft India Pvt Ltd,"('python development', 'c  /  c   programming', 'machine learning models', 'cuda optimization', 'cloud infrastructure', 'oss', 'docker', 'security', 'git', 'software engineer', 'software engineering', 'san')"
ORACLE,"('java programming', 'sql database', 'software development', 'web applications', 'communication skills', 'senior software engineer', 'security', 'crm', 'c#', 'oracle', 'team player')"
Microsoft India Pvt Ltd,"('**  cloud services development', 'distributed systems design', 'networking and security', 'c# and java proficiency', 'agile software delivery **', 'software design', 'docker', 'linux', 'software engineer', 'cloud computing', 'os', 'author', 'microsoft azure', 'windows', 'infrastructure')"
Nvidia Graphics Pvt Ltd,"('c   programming', 'graphics programming', 'shader debugging', 'performance tuning', 'object oriented design', 'virtual reality', 'games', 'data structures', 'multithreading', 'api', 'computer graphics', 'algorithms', 'software engineer', 'gui development', 'opengl')"
Glitter Technology Ventures Pvt Ltd,"('fundamentals', 'dbms', 'sql', 'database', 'java', 'git', 'oops', 'j2ee', 'software engineer', 'data structures', 'hadoop', 'big data', 'mongodb', 'rest', 'mobile', 'problem solving', 'javascript', 'nosql')"
Microsoft India Pvt Ltd,"('full stack development', 'cloud services expertise', 'linux ecosystem management', 'ci  /  cd pipeline optimization', 'problem solving skills', 'c', 'security', 'devops', 'software engineer', 'cloud computing', 'c#', 'windows', 'infrastructure', '.net')"
Google India Pvt Ltd,"('python', 'java', 'javascript', 'software development', 'problem solving', 'c', 'storage', 'artificial intelligence', 'security', 'system development', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('software development', 'data structures', 'algorithm design', 'performance analysis', 'code review', 'algorithms', 'c', 'storage', 'artificial intelligence', 'security', 'java', 'system development', 'debugging', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
transtrack,"('fundamentals', 'udp', 'c', 'socket programming', 'linux internals', 'linux', 'software engineer', 'data structures', 'technical skills', 'c', 'gdb', 'operating system', 'gnu', 'production support', 'inter process communication', 'pro*c')"
Saggio Insurance Marketing Pvt Ltd,"('fundamentals', 'udp', 'c', 'socket programming', 'linux internals', 'linux', 'software engineer', 'data structures', 'technical skills', 'c', 'gdb', 'operating system', 'gnu', 'production support', 'inter process communication', 'pro*c')"
TO THE NEW,"('senior software engineer', 'hibernate', 'jquery', 'sql', 'spring', 'xml', 'oops', 'linux', 'mysql', 'html', 'mvc', 'cloud computing', 'mongodb', 'oracle', 'grails', 'javascript', 'groovy', 'java programming')"
Google India Pvt Ltd,"('**   software development', 'data structures', 'algorithm design', 'code review', 'project management  **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'system development', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'software design', 'technical leadership', 'system debugging **', 'algorithms', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'system development', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('software development', 'data structures', 'algorithm design', 'code review', 'problem solving', 'algorithms', 'storage', 'artificial intelligence', 'security', 'system development', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
PROGRESS SOFTWARE,"('software engineering', 'c development', 'tcp  /  ip networking', 'linux os', 'performance engineering', 'information technology', 'senior software engineer', 'security')"
Aeris Communications,"('sql querying', 'python development', 'java development', 'code review', 'problem solving', 'database', 'devops', 'software engineer', 'written communication', 'infrastructure')"
Google India Pvt Ltd,"('**   software development', 'data structures', 'algorithms design', 'software testing', 'technical leadership  **', 'software design', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
ORACLE,"('api development', 'frontend javascript', 'java programming', 'kubernetes deployment', 'public cloud services', 'rest api', 'security', 'software engineer', 'software engineering', 'oracle')"
Nielsen Research Ltd. Co.,"('java development', 'distributed systems', 'team leadership', 'data modeling', 'cloud services', 'scala', 'data warehousing', 'sql', 'software engineer', 'technical skills', 'python', 'rdbms', 'nosql', 'leadership skills')"
cloudxlab,"('css', 'orchestration', 'senior software engineer', 'docker', 'security', 'java', 'mks', 'devops', 'bpm', 'linux server administration', 'python', 'neo4j', 'written communication', 'infrastructure')"
Microsoft India Pvt Ltd,"('ai software development', 'c  /  c   programming', 'python proficiency', 'model training optimization', 'hardware collaboration', 'software design', 'senior software engineer', 'artificial intelligence', 'java', 'software engineering', 'c#', 'san', 'machine learning', 'javascript')"
Google India Pvt Ltd,"('**  software development', 'rust programming', 'java  /  kotlin expertise', 'embedded systems', 'automotive middleware **', 'algorithms', 'c', 'storage', 'artificial intelligence', 'security', 'software engineer', 'data structures', 'natural language processing', 'information retrieval', 'mobile')"
Microsoft India Pvt Ltd,"('**   large language models', 'generative ai', 'python programming', 'distributed systems', 'agile development  **', 'c', 'artificial intelligence', 'security', 'java', 'software engineer', 'c#', 'machine learning', 'javascript')"
ORACLE,"('**  sql development', 'ccl scripting', 'debugging techniques', 'data processing', 'collaboration skills **', 'information technology', 'software engineering', 'mysql', 'oracle', 'software developer', 'database management', 'security', 'associate software engineer')"
Nielsen Research Ltd. Co.,"('software development', 'cloud technologies', 'devops practices', 'big data systems', 'computer science fundamentals', 'hive', 'algorithms', 'orchestration', 'storage', 'docker', 'sql', 'security', 'java', 'software engineer', 'data structures', 'python', 'javascript', 'hdfs')"
Microsoft India Pvt Ltd,"('**   coding in c  /  c', 'object oriented programming', 'debugging and troubleshooting', 'security solution development', 'collaboration with teams  **', 'algorithms', 'senior software engineer', 'windows', 'linux', 'technical skills')"
HITACHI SOLUTIONS LTD.,"('c', 'wordpress', 'sso', 'java', 'devops', 'asp.net', 'c#', 'javascript', '.net', 'microsoft technologies', 'storage', 'docker', 'database', 'security', 'git', 'software engineer', 'business applications', 'rest', 'c', 'entity framework', 'hitachi', 'infrastructure')"
Elshaddai Global Solutions,"('rest api', 'oop', 'database', 'project leader', 'linux', 'software engineer', 'object oriented programming', 'phonegap', 'user manual', 'eclipse ide', 'android development', 'eclipse', 'java programming', 'soap')"
NIRA Systems,"('microsoft technologies', 'html5', 'senior software engineer', 'bootstrap', 'ajax', 'jquery', 'sql', 'microsoft .net', 'asp.net', 'linux', 'web development', 'mvc', 'api', 'python', 'nosql', 'node.js', '.net', 'c#.net')"
Allindia Technologies Limited,"('css', 'senior software engineer', 'ajax', 'jquery', 'asp.net', 'debugging', 'web development', 'html', 'web api', 'c#', 'rdbms', 'team player', 'javascript', 'written communication', '.net')"
TagIT Solutions,"('websphere', 'jsp', 'senior software engineer', 'hibernate', 'spring', 'security', 'database', 'java', 'linux', 'j2ee', 'mysql', 'oracle', 'mobile', 'production support', 'infrastructure', 'servlets', 'unix')"
Resource Weaver,"('algorithms', 'hibernate', 'sso', 'spring', 'java', 'j2ee', 'software engineer', 'data structures', 'big data', 'java developer', 'nosql', 'spring security', 'software developer', 'j2ee technologies')"
online productivity solutions pvt. ltd.,"('html5', 'wordpress', 'bootstrap', 'ajax', 'jquery', 'apache', 'git', 'postgresql', 'linux', 'codeigniter', 'zend', 'software engineer', 'mysql', 'web development', 'api', 'cakephp', 'lamp', 'visual source safe', 'javascript', 'php')"
2Soft Solutions Pvt. Ltd.,"('java', 'spring', 'hibernate', 'angularjs', 'mysql', 'jquery', 'security', 'git', 'software engineer', 'jpa', 'html', 'technical skills', 'oracle', 'maven', 'ant', 'team player', 'svn', 'nosql', 'servlets')"
Travel Centric Technology,"('websphere', 'xsd', 'bug fixing', 'hibernate', 'spring', 'database', 'java', 'apache', 'xml', 'soap web services', 'software engineer', 'mysql', 'javafx', 'xquery', 'team player', 'nosql', 'eclipse', 'swing', 'unix  /  linux')"
Symphisys,"('embedded c  /  c', 'device drivers', 'communication protocols', 'firmware development', 'debugging techniques', 'uds', 'canoe', 'i2c', 'embedded software engineer', 'hardware', 'matlab', 'capl', 'uart', 'canape')"
Google India Pvt Ltd,"('software development', 'programming languages', 'system design', 'code review', 'debugging techniques', 'c', 'storage', 'artificial intelligence', 'security', 'java', 'system development', 'software engineer', 'python', 'natural language processing', 'information retrieval', 'mobile', 'javascript')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'algorithm design', 'code review', 'problem solving **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'system development', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
Google India Pvt Ltd,"('software development', 'data structures', 'algorithms expertise', 'project management', 'system design', 'storage', 'artificial intelligence', 'security', 'system development', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'algorithm design', 'system testing', 'code review **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'system development', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Myntra,"('backend development', 'cloud hosting', 'automation', 'security protocols', 'distributed systems', 'senior software engineer', 'docker', 'react.js', 'database', 'linux', 'python', 'access management', 'nosql', 'messaging', 'infrastructure', 'web technologies', 'unix')"
"SKYWALK VISA IMMIGRATION SERVICES LLP
     (More Jobs)","('technical support engineer', 'it engineer', 'system administrator', 'it software engineer', 'network administrator', 'system engineer', 'system admin', 'it executive')"
Microsoft India Pvt Ltd,"('**   software development', 'api development', 'cloud services', 'unit testing', 'agile methodologies  **', 'c', 'senior software engineer', 'security', 'java', 'software engineering', 'c#', 'san', 'python', 'javascript', 'messaging')"
Intel Technology India Pvt Ltd,"('c language development', 'automotive environment knowledge', 'system on chip', 'real time systems', 'embedded software', 'c', 'senior software engineer', 'embedded software development', 'software engineering', 'vectorcast', 'debugging')"
Google India Pvt Ltd,"('**  kotlin development', 'java programming', 'android framework', 'data structures', 'algorithm design **', 'algorithms', 'c', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
Google India Pvt Ltd,"('**  technical leadership', 'software design', 'problem solving', 'project management', 'cross functional collaboration **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'software engineer', 'data structures', 'natural language processing', 'information retrieval', 'mobile')"
Nielsen Research Ltd. Co.,"('**  full stack development', 'java and go', 'aws and kubernetes', 'responsive web design', 'restful apis knowledge **', 'css', 'postgresql', 'software engineer', 'html', 'mysql', 'technical skills', 'javascript', 'cassandra', 'system architecture')"
Nielsen Research Ltd. Co.,"('software development', 'open source', 'cloud technologies', 'devops practices', 'big data systems', 'hive', 'fundamentals', 'algorithms', 'orchestration', 'storage', 'docker', 'sql', 'security', 'java', 'software engineer', 'data structures', 'python', 'javascript', 'hdfs')"
Google India Pvt Ltd,"('software development', 'data structures', 'software testing', 'software design', 'technical leadership', 'algorithms', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
Microsoft India Pvt Ltd,"('distributed systems', 'coding proficiency', 'debugging tools', 'code reviews', 'machine learning', 'c#', 'san', 'c', 'python', 'senior software engineer', 'javascript', 'software engineering', 'web crawling')"
online productivity solutions pvt. ltd.,"('python', 'rdbms', 'rest apis', 'django', 'microservices', 'fundamentals', 'web based applications', 'git', 'postgresql', 'software engineer', 'mysql', 'web development', 'mongodb')"
Twilio Inc.,"('cloud development', 'microservices architecture', 'front end development', 'agile methodologies', 'ci  /  cd pipelines', 'java', 'html', 'github', 'javascript', 'nosql', 'docker', 'security', 'software engineer', 'technical skills', 'san', 'rest', 'mobile', 'infrastructure', 'forms')"
Microsoft India Pvt Ltd,"('software development', 'high throughput systems', 'performance optimization', 'model serving', 'data plane services', 'c', 'hosting', 'security', 'java', 'software engineer', 'software engineering', 'c#', 'san', 'python', 'machine learning', 'javascript')"
MASTERCARD,"('**  high volume architecture', 'low latency services', 'real time data streaming', 'performance engineering', 'resiliency architecture **', 'business rules', 'security', 'java', 'linux', 'software engineer', 'software engineering', 'oracle', 'written communication', 'infrastructure', 'splunk')"
Microsoft India Pvt Ltd,"('software development', 'cloud services', 'c# programming', 'micro services architecture', 'problem solving', 'c', 'senior software engineer', 'docker', 'security', 'git', 'java', 'linux', 'software engineering', 'san', 'python', 'javascript', '.net')"
Microsoft India Pvt Ltd,"('**  fraud detection algorithms', 'real time signal processing', 'infrastructure design', 'machine learning models', 'security first mindset **', 'c', 'senior software engineer', 'java', 'c#', 'python', 'javascript')"
Nielsen Research Ltd. Co.,"('c', 'c   programming', 'linux kernel', 'device drivers', 'embedded systems', 'usb', 'ece', 'cache', 'unix', 'memory management', 'git', 'debugging', 'software engineer', 'os', 'device driver development')"
Myntra,"('scalable code', 'cross functional collaboration', 'problem solving', 'java development', 'distributed systems', 'algorithms', 'senior software engineer', 'j2ee', 'data structures', 'rdbms', 'mobile', 'imaging', 'messaging', 'web technologies')"
ORACLE,"('**  full stack development', '', 'net framework proficiency', 'c# programming expertise', 'typescript and reactjs', 'sql server skills **', 'software design', 'senior software engineer', 't-sql', 'security', 'debugging', 'software engineering', 'oracle', '.net')"
ORACLE,"('**  full stack development', 'c# proficiency', 'frontend technologies', 'sql server expertise', 'software design principles **', 'senior software engineer', 't-sql', 'security', 'debugging', 'software engineering', 'oracle', '.net')"
ORACLE,"('**  full stack development', '', 'net framework proficiency', 'c# programming skills', 'frontend technologies', 'sql server expertise  **', 'software design', 'senior software engineer', 't-sql', 'security', 'debugging', 'software engineering', 'oracle', '.net')"
CGI Information Systems and Management Consultants Pvt Ltd,"('**  oracle dba experience', 'rman backup strategy', 'rac management skills', 'performance tuning', 'scripting knowledge **', 'python', 'database', 'written communication', 'software engineer', 'oracle server')"
Dotcom Services  ( India )  Pvt. Ltd,"('c#', 'css', 'oracle', 'asp .net', 'ajax', 'javascript', 'sql', 'vb .net', 'database', 'java', 'c# .net', 'xml', 'web developer', 'asp.net', '.net', 'software engineer', 'html', 'asp')"
